Instance_Size,brute force,compact_formulation,ILP,Bellmann
32,0.1194947542,0.34612910010000003,0.11178381230000001,0.0193021251
64,1.0545516377,2.7780571666999996,0.11454451669999999,0.0143012543
128,34.2034706959,40.102992237399995,0.8312142002,0.0659721584
